Unique_ID,Reviewer_Name,No-of_comment_likes,No-of_comment_dislikes,comment,Ratings,comment_text
293,Flipkart Customer,0,0,Worth every penny,5,Nice Product.
294,Dasi Rakesh,0,0,Best in the market!,5,Nice camera👌.
295,KOUNISH PAL,0,0,Perfect product!,5,WORTH OF MONEY ..
296,Mohammed  Asrar,0,0,Classy product,5,My life best phone good Flipkart.
297,Ananta Pradhan,0,0,Highly recommended,5,Nice.
298,sunil kumar,0,0,Wonderful,5,Cool.
299,Sonu Hasni,0,0,Classy product,5,Awesome.
300,Flipkart Customer,0,0,Good quality product,4,Nyc.
301,MOHD AAMIR SAIFI,0,0,Perfect product!,5,Ok.
302,Vishal  Dugane,0,0,Mind-blowing purchase,5,Nice phone.
303,Kaif Ansari,0,0,Terrific purchase,5,Very nice.
304,Akash Mali,0,0,Excellent,5,Ossam superb Mobile qualities..
305,Pavan,0,0,Worth the money,4,Good product.
306,Md Sakib Raza,0,0,Worth the money,4,Wow amazing product for my lifeI'm very happy 😊.
307,Vijay Bahaddur,1,3,Worst experience ever!,1,"Heating problem and no more options for app icons, only 3 options to edge light,."
308,Saibal  Jana,0,0,Pretty good,4,Good product.
309,Mayur Dongare,0,0,Classy product,5,Awesome phone with full pack specifications...
310,Mahipal Kori,0,0,Worth the money,4,A gud phone and I am happy with this phone.
311,Karan Devipujak,0,0,Good choice,4,Nice and super mobile.
312,Buddhadeb  Kandar,0,0,Wonderful,5,Superb camera 🤳.
313,Anil Yadav,1,0,Bad quality,2,Display problem.
314,Bajrang singh Rathore,0,0,Perfect product!,5,Good looking phone best performance.
315,Atul Rana,0,0,Just wow!,5,Good 👍.
316,Flipkart Customer,0,0,Mind-blowing purchase,5,Nice product.cam and touch is very good. Battery life also goog.
317,Hansraj Vispute,0,0,Pretty good,4,Good camera..
318,Samim Baishakhi SK,0,0,Awesome,5,Go for it.
319,Kanakaratnam  Vempati ,0,0,Delightful,4,Overall good phone all-rounder.
320,NINAMA SANDIP RAJESHBHAI,0,0,Simply awesome,5,Best build quality.
321,mevada bhavesh,0,1,Good quality product,4,Nice and good.
322,Rishu Singh,0,0,Awesome,5,This phone really osm 💯.
323,Veeramani  Veera,0,0,Brilliant,5,Super.
324,Nivedhitha  D,0,0,Pretty good,4,Osm to use this product and the performance and features very extreme level..thank you Flipkart....
325,Pradeep  Bafila,0,0,Expected a better product,5,Battery draining to fast battery backup is worst.
326,Puja Paul,0,0,Best in the market!,5,Good.
327,Vansh  Jain,0,0,Simply awesome,5,Nice phone.
328,Ribeka Palghadmal,0,0,Great product,5,nice.
329,Flipkart Customer,0,0,Simply awesome,5,Excellent phone overall performance is best 💥.
330,NIRANKAR VERMA,0,0,Best in the market!,5,Very nice.
331,Rohit Patial,0,0,Just wow!,5,Best phone 40000.
332,Prabu Prabhu,0,0,Terrific,5,Very good.
333,subrat  mishra ,1,2,Worthless,1,Camera is good .display is very good.not for gaming like pubg or bgmi.too many lags and fps drop issue.when playing bgmi in 90 fps phones temp rise up to 45 degree..
334,GANESH KUMAR  MAHTO ,0,0,Terrific purchase,5,Super vooc is so super. Good photo with blazing fast processor Fully satisfied. The camera is also good enough for great photos. Look is so slim and classy..
335,Shubham  Rayal,0,0,Fabulous!,5,Awesome performance.
336,Chetan Chahakar,0,1,Did not meet expectations,1,Problem in  networkOnce device goes in 4g network then automatically not go in 5g ..
337,Flipkart Customer,0,0,Must buy!,5,"All I say ,, value for money 💰."
338,Flipkart Customer,0,0,Brilliant,5,Good product happy coustomer.
339,Pushpraj Upadhyay,0,0,Worth every penny,5,Very good phone I like it.
340,Ramaprasad Deverasetty,0,0,Good quality product,4,Very nice.
341,Prabir Kumar Patra,0,0,Simply awesome,5,Camera quality was awesome 👍.
342,siraj Khan,0,0,Perfect product!,5,Good.
343,Flipkart Customer,0,0,Just okay,3,One plus product is very good..nice battery life and good performance......
344,Yoga  Shree,0,0,Mind-blowing purchase,5,Good.
345,Ritik  DUBEY,0,0,Terrific purchase,5,"Overall great phone , it is not a proper gaming phone but day to day task handle smoothly.. 🙂."
346,Hemant Sharma,1,1,Does the job,3,Just ok. High price. Build quality poor . Over all performance just ok like other realme phones. Camera not good. Battery life not good full day not performing in normal use.After 1 week of use given only 3 ☆☆☆..
347,Aman Tamboli,0,0,Just wow!,4,4K 60FPS Very Smooth ❣️.
348,Venkatesh Reddy,1,2,Useless product,1,Literally dispointed with performance. 11R has launched recently but this phone also have green and blue line issues. Waste of money..
349,AMIT MOHAPATRA,0,0,Super!,5,Excellent Phone..
350,Nagender Kumar,0,0,Fair,3,Overall good.. But camera quality not satisfied me.
351,Bhanu Prakash,0,0,Very Good,4,Everything works fine good quality and finest mobile.
352,Bharti Pushkar,0,0,Classy product,5,Wow incredible phone 📱 ilovedit.
353,Arun Shankhdhar,0,0,Simply awesome,4,Best phone in under 40k...
354,Jakeer N,0,0,Super!,5,Nice.
355,Rahul,0,0,Worth the money,4,Value for money.
356,SYED ISMAIL S,0,0,Really Nice,4,Very very good product.
357,Arundev vp,1,1,Does the job,3,around more than 15 GB is already used as system and apps.
358,Deep Bandyopadhyay,0,0,Delightful,4,All good but charging time pH is too heat...
359,Tamal Raha,0,0,Fabulous!,5,best in this segment.
360,Nithin Kumar N K,0,0,Really Nice,4,Ok ok.
361,Chandrakant Nyamagoud,0,1,Decent product,3,Battery backup no.
362,Shaik Bhasha,0,0,Awesome,5,Nice device no Lag Very fast charging 90 fps In Bgmi I loved it no Lag smooth for gaming and Personal use thank you Flipkart 🙂.
363,Raj Karthick,0,0,Awesome,5,Extremely Superb Moblie.
364,shitushna  khataniar ,0,0,Excellent,5,Very good one plus 11R.
365,Shahjad Khan,0,0,Simply awesome,5,Very good.
366,Flipkart Customer,0,0,Terrific purchase,5,Very happy.
367,Arghya Biswas,0,0,Terrific purchase,5,good device.
368,Sreekanth MS,0,0,Just okay,3,Camera performance not as expected.
369,Krishna Rai,0,0,Terrific purchase,5,Nice Phone ..
370,Sulaiman sulaiman,0,0,Wonderful,5,Good product.
371,Jatin Sohal,0,0,Really Nice,4,Good phone but price is bit high.
372,Flipkart Customer,5,5,Very poor,1,Poor battery.
373,Raju Aryan,2,1,Terrible product,1,Heated so much.
374,Rahul Kejriwal,0,0,Excellent,5,I upgraded from one plus 7t. This phone is better in every department from one plus 7t other than camera and built quality.  One plus 7t  had metal borders and glass back whereas this is plastic body.  Even the camera of one plus 7t was way way better than 11r.  If you need good camera with good built go for ONE PLUS 11. Else 11r is super smooth and super fast..
375,Flipkart Customer,0,0,Brilliant,5,Good smartphoneGreat batterySuper displaySmooth performanceGreat build quality.
376,Gurudeep  Sharma ,0,0,Terrific,5,"Osm phine , luxury feelings, bt design should be improve🥰."
377,Arjun k,0,0,Just okay,3,"Buggy software, camera ok ok type."
378,RAJESH ,0,0,Classy product,5,Value for money..
379,Naveen Kumar K S,0,0,Awesome,5,Superb Phone.
380,Mithun Chavan,0,0,Terrific purchase,5,Best phone on this segment.
381,SUNANDA HARTI,0,0,Super!,5,Nice product.
382,Sunil Ram,0,0,Moderate,2,"Not for a regular user, Very bad experience in calling.When we are connected from Vo-wifi and the call is going on and unfortunately the connection is broken, then the call is also disconnected.Handover between Vo-WiFi To Vo-NR or VOLTE is not happening this phone."
383,Akash  Deep,0,0,Good quality product,4,Good.
384,Devendra Pratap,0,4,Great product,5,👍👍🙂 nice 🙂.
385,Pindu Singh,0,0,Utterly Disappointed,1,"Fone battery was good before update after update u even didn't use fone battery drop! forcefully I use 4g not 5g ,always on display consume battery ,ui buggyOnly  good in this fone is fast charging 100 watt."
386,Shivam  Choudhary ,0,0,Value-for-money,4,Best phone 👍💯💯❤️.
387,Subhadeep Dey,0,0,Must buy!,5,Very good phone on this price segment.
388,Ganesh  Charan,0,0,Highly recommended,5,Awesome mobile...
389,Chenna keshavulu G,1,0,Useless product,1,Battery wery bad performance.
390,Imran patel,0,0,Simply awesome,5,Good.
391,B kanheya Rao,0,0,Nice,3,"Camera was good , design was ok but in oxygen OS is there some bug's are her !."
392,BISWAGURU PANDA,0,0,Terrific,5,"This gadget is really good.so smooth experiance.Good network connectivity, camera is awesome. Display is gorgeous.Its has many more features and software is excellent.Go for it.."
393,sridhar  sridhar,0,0,Awesome,5,Very Nice phone.
394,Avinash Pandey,0,0,Simply awesome,5,Nice Phone.
395,mahesh kottagulli,0,0,Super!,5,Good.
396,Chhavilal Kumar,0,0,Super!,5,Superb camera qualityBest phone in this range.....
397,Annamalai Karthik,0,0,Terrific,5,Nice product thanks one+ (Never settle) 😜.
398,Vinay Salapu,0,0,Classy product,5,Very good mobile from OnePlus..
399,Suresh  Nani,0,0,Wonderful,5,Feel good.
400,Thendral S,0,0,Fabulous!,5,Product is good packing also very good.
401,Avanish singh,0,0,Terrific purchase,5,Awesome product.
402,Aniket Kumar,0,0,Terrific purchase,5,This product is very good.
403,Ranjeet Singh,0,0,Good choice,4,Very good product best good budget range.
404,Rahul Kumar,0,0,Awesome,5,This camera view is excellent and but price is very high.
405,Md. Sahidullaha ,0,0,Awesome,5,Overall all a good product..
406,Flipkart Customer,0,0,Really Nice,4,Good phone little big size but features are good. Will see after usage.
407,Abhay  Kaundal,0,0,Terrific,5,Awesome product.
408,Millan Mohanty,0,0,Terrific purchase,5,Good.
409,Manjit Singh,0,0,Excellent,5,Best experience with one plus 11RUnder 40 k best mobile but I purchased 36500/-Pros- Camera 4/5Battery 4/5Charging Speed 4.5/5Display 4.5/5Processor 5/5Software experience 4.5/5Cons - little bit heating during charging and Heavy usageBettery detained some time like camera useage but charging speed is high so it's cons handled.Best experience with one plus..
410,Nayanjyoti  Mahanta,0,0,Terrific,5,Awesome Phone.Great Value for Money.
411,Anu Rio,0,0,Delightful,4,Good.
412,Flipkart Customer,0,0,Brilliant,5,Awesome 💯.
413,Chandubattla  Venu ,0,0,Terrific,5,Awesome.
414,babu M,0,0,Awesome,5,Nice.
415,Amit Sahoo ,0,0,Wonderful,5,Nice product.
416,ABHISHEK  KUMAR,0,0,Fabulous!,5,Very NyC product.
417,Flipkart Customer,8,3,Waste of money!,1,Flipkart is very poor about his word its show 7 days replacement aur 7 days service centre send noting is doing properly its gali in veri disappointing .the invoice is not downloading .very poor.
418,Varsha  Salve ,0,0,Simply awesome,5,Awsome.
419,Saurabh singh,0,0,Classy product,5,Awesome mobile phone.
420,Ankur Keshari,0,0,Nice,3,Good.
421,Ashok  Balam,0,0,Value-for-money,4,Suberb.
422,Rahul Yadav,0,0,Wonderful,4,Nice back camera I'm low light.
423,Flipkart Customer,0,0,Good,3,The phone is good but after the update my camera clarity went down.
424,Dev Jaiswal,0,0,Must buy!,5,Gaming is not so good but overall phone is very good.
425,Sajju  Choudhary ,0,0,Terrific,5,Nice.
426,SURAJ SINGH,0,0,Brilliant,5,Very excellent performance oneplus 11r thanks you Flipkart 👌😘.
427,Saddam Khalifa,0,0,Brilliant,5,Superb.
428,Prachi Mitra,0,0,Pretty good,4,The phone is good camera is also good but the battery is not as much long lasting..
429,MANSOOR AHMED SHAIK,0,0,Must buy!,5,No words to describe my experience. This phone is real value for money..
430,MARLEEN Customer,0,0,Great product,5,"Very Nice Phone after the OnePlus 7Pro, Worth buying. Camera is superb."
431,Flipkart Customer,0,0,Delightful,4,"Camera is good but could have been great in this price, bettery discharges too fast otherwise a good mobile in this price..it hangs occasionally."
432,Vikas  kumar,0,1,Nice,3,Nice phone.
433,Surendra singh Yadav,0,0,Good quality product,4,Good phone.
434,Chandu Patil,0,0,Fabulous!,5,Very nice. This phone looks like  because I have the i phone future's.
435,RAJ  AMRIT,0,0,Terrific purchase,5,Absolute killer Flagship from one plus Brand One plus 11R very premium kind of handset .. camera is decent ... Processor is at its best .. Display is stunning ...Overall phone is magnificent piece.
436,PRABHU CHAWAN,0,0,Fair,3,Good.
437,Vicky  Singh,0,0,Just wow!,5,Good phone.
438,Suryakiran Yerramsetti,0,0,Highly recommended,5,Good.
439,sonia  manocha ,0,0,Wonderful,5,Excellent product. I am very impressed.
440,Mayank Thakur,0,0,Terrific,5,Value for money.
441,Flipkart Customer,0,0,Simply awesome,5,One of the best smartphone under mid range with so many features. Hatsoff to OnePlus.....
442,Md GUFRAN  ALI,0,0,Wonderful,5,This phone is superb quality design and build quality awesome but battery is draining not comfortable.
443,BICHITRA BORGOHAIN,0,0,Highly recommended,5,Excellent.
444,Avinesh Kumar,0,0,Just wow!,5,Good Phone 👍.
445,Flipkart Customer,0,0,Brilliant,5,Value for money 💰 good looking superb procedure.
446,M chandrababu Chandra,0,0,Good,5,Battary performance loo.
447,Arvind  Singh,0,1,Pretty good,4,Parformance all good 👍😊 Don't worry pesaa wasul item.
448,Naresh Wanga,0,0,Terrific,5,Super.
449,Flipkart Customer,0,0,Simply awesome,5,Super one.
450,Manoj kumar  Jena,0,0,Wonderful,5,Thank you flipcart.
451,Pramod Panchal,0,0,Wonderful,4,Good  oneplus.
452,Dalip Bhanwal,0,0,Wonderful,5,So far it's it too good. No problem as yet noticed. Everything performing as expected..
453,Mohammed  Ali,0,0,Wonderful,5,Nice performance 👍.
454,Ravindra  Kumar ,0,0,Worth every penny,5,Good.
455,Pkmaurya Pagal,0,0,Good quality product,4,Worth it. 🥰🥰.
456,Indranil Sadhu,0,0,Classy product,5,This is a totally flagship device with no compromise under 40k segment. I think this phone will be the best for all type of task high graphic games video editing and many more. At the end I'm totally satisfied with this brand new OnePlus 11R and also I have a request to OnePlus that please give the security update time to time..
457,Nilesh Singh,2,0,Terrible product,1,1' Performance is good but slightly heating.2' Battery draining fast.3'Camera is not good as per budget not happy with the camera. 4' notification indications are not available .After 8 months of use. OS 14 update makes your Bluetooth option missing . No service available online ..
458,Ambrish Singh,0,2,Terrible product,1,Phone performance not up to the marks as per budget.
459,Prasenjit Sutradhar,0,0,Worth every penny,5,It's good. When I got the phone it was awesome experience. Flipkart is giving a assurance of authenticity. And like phone it's a great experience..
460,Maharshi Bhimavaram,0,0,Must buy!,5,awasome product.
461,Flipkart Customer,0,0,Awesome,5,Amazing product at this price point.
462,Flipkart Customer,0,0,Mind-blowing purchase,5,Amazing Phone at this prices.
463,Sovan Mondal,0,0,Best in the market!,5,Nice product 😊.
464,Anuj Vatsal,0,0,Good choice,4,"Its slight costly other than mobile in this range but when you will compare this mobile in this range with another mobile, you will find this is the right choice. Overall performance and camera quality is very good.Go for it without comparison and hesitation.."
465,Biswajit  Samal ,0,0,Must buy!,5,"Camera is not so good , other wise performance is best."
466,Gopinathan Rajendran,0,0,Terrific purchase,5,Camera is top-notch and the mobile is good so far no heating issue nor any bugs.Those who are looking for picture quality can go blindly with this..
467,Yash Chauhan,0,0,Wonderful,5,Money worth phone..... Awesome experience 💙.
468,Manikanta Uppu,0,4,Horrible,1,"My microphone not working in speaker Worst phone all bugs and software issues, haptic latency, don't buy and waste money."
469,Mudit Chhabra,0,0,Best in the market!,5,Nice phoneAmazing camera.
470,Kottapalli  Sunil,0,0,Value-for-money,4,Super 👍.
471,DAVID CLEMENT,0,0,Worthless,1,Do not buy this!! I repeat do not buy this mobile go for some other version or other brand altogether they've degraded the performance with updates.
472,Amit Bajpai,2,4,Very poor,1,Performance is not good and it's getting hanged very often while opening/loading any application..
473,venky  venkatesh LatchiReddy,0,0,Highly recommended,5,Good phone.
474,SNow Nivis,0,0,Excellent,5,display edge design vera level.... camera out of the world... overall good mobile....
475,Aniket Kadam,0,0,Good choice,4,Overall product is good. But camera performance is average. In this price range is expected better..
476,Jeychitra  Subramaniyam,0,0,Wonderful,5,"After 1 days ... Battery drains fast but charges fast with 100W charger, very good display, impressive look 😍 very smooth for usage High recommend."
477,Aryan Raj,0,0,Classy product,5,I loved it  what amazing phone.
478,Ashu Dixit,0,0,Brilliant,5,Awesome phone I like it.
479,Santu Maity,0,0,Does the job,3,All good but battery supply very bad.average.
480,J.P. Jambaiah,0,0,Simply awesome,5,Good.
481,Mohd Zubair  ZUBAIR ,0,0,Excellent,5,Nice one.
482,Ravi Gujrati,0,0,Terrific purchase,5,Good 👍.
483,Shailesh  Kumar,0,0,Slightly disappointed,2,One Word For Oneplus11R Outstanding but there is one issue which i am facing is that the IR Blaster is not working properly.
484,KARUNESH Mishra,0,1,Worth the money,4,Nice Phone and Good performance.
485,Flipkart Customer,0,1,Does the job,3,Camera is ok type video is everage camera problem is colour because colour is dull and looks like a 15k mobile otherwise details good skin tone also good main problem is colour.Performance is good but not great. I'm using realme 3 pro and now one plus 11r and bgmi speed test both are similar 😂Display and Design premiumBattery is great. And 0-100% charge in 25 min Ui is colour os literally same.
486,Flipkart Customer,0,0,Just wow!,5,Very very nice phone 🤳📱📱.
487,Subhankar Mondal,0,0,Mind-blowing purchase,5,Awesome 👍.
488,Sharath Kumar,0,0,Highly recommended,5,Amazing phone everything is perfect i love this proformance beast phone thank you Flipkart.
489,Naveen  Balaji,0,0,Best in the market!,5,Good  but  I purchased product that product call speaker is 4 /2 time not working.
490,Karan Goyal,0,0,Brilliant,5,Fantastic Phone to use.
491,Purvesh  Vasava,0,0,Highly recommended,5,I like this mobile very much.
492,AxitKumar  Joshi ,0,0,Awesome,5,Superb Phone.
493,PURUSOTTAM,0,0,Awesome,5,Good performance.
494,NAVAKANTA SHILL,0,0,Good choice,4,"Awesome 👍 best camera,best parformance, display great, Dolby Atmos superb."
495,Anindya Bhowmick,0,0,Brilliant,5,Great product.
496,shyamsundar  dore,0,0,Really Nice,4,nice device but price is little bit high.
497,hans raj,0,0,Simply awesome,5,It's really nice product 😊.
498,Flipkart Customer,0,0,Terrific,5,Nice product. Good performance.
499,Pushpa  Malladi,0,0,Simply awesome,5,Very very nice phone.
500,Samarth Singh,0,0,Good quality product,4,Phone is good but not for gamers  Photo is good but But sometimes UI gives problem.
501,Suresh  K,0,0,Excellent,5,Good camera cool software version very nice mobile.
502,Flipkart Customer,0,0,Must buy!,5,super.
503,Rangappa P H Gudumagatta ,0,0,Classy product,5,Good 👍.
504,GOURANGA CHARAN  MOHANTY,0,0,Highly recommended,5,Best for me.
505,manoj B,0,0,Super!,5,Good.
506,Mehtab  Mullick ,0,0,Mind-blowing purchase,5,"Under 40k , Snapdragon 8+GEN1, the only phone right now in market , great value for money product.. camera quality is avarage.. not flagship type."
507,Vijay Pratap,1,5,Horrible,1,"Audio problem,  voice is not clear."
508,Meena Naga kumar,0,0,Terrific,5,Super mobile.
509,K SRIKANTH,16,24,Waste of money! BATTERY LIFE IS VERY WORST.....,1,BATTERY DRAINING VERY MUCH FAST ON NORMAL USAGE. COMPLAINT RAISED WITH FLIPKART THEY REJECTED TWICE. DONT GO WITH ONEPLUS NAME THEY ARE FOOLING PEOPLE WITH THIS TYPE OF MOBILE PHONES.  8 GEN 1 PROCESSOR NO LONGER GOOD. PLEASE GUYS DONT BUY THIS PHONE IF YOU WANT BATTERY LIFE..
510,Pole Ramulu,0,0,Worth every penny,5,Oneplus 11r phone was awesome mobile from all departments it's performance is very smooth and easy the very feel good mobile.
511,Nitin  Mundhe ,0,0,Must buy!,5,I'm Satisfied with This Phone.
512,Madhu BATTULA,0,0,Simply awesome,5,I am really excited to use dis mobile. Camera awesome. Haptic was excellent.
513,Gugu  Panda,0,0,Classy product,5,Nice 🙂.
514,LOKESH MC,0,0,Super!,5,Good mobile.
515,PRADIP  DAS,0,1,Best in the market!,5,Nice Phone.
516,Flipkart Customer,0,0,Awesome,5,Need to more upgrade to front camara.
517,Amit Kumar Pal,0,0,Mind-blowing purchase,5,Best phone under this range.
518,Flipkart Customer,0,0,Really Nice,4,It's nice.
519,Flipkart Customer,0,0,Terrific purchase,5,Good.
