Unique_ID,Reviewer_Name,No-of_comment_likes,No-of_comment_dislikes,comment,Ratings,comment_text
257,Yogendra Joshi,4,1,Useless product,1,"The phone has a massive heating issue. Battery is decent but drains faster in comparison to previous nord models, you have to charge the phone 3-4 times a day. Due to heating, it affects performance as you will experience lags in gaming. Frame rates drop continuously. The phone will start heating after 2-3 minutes even if you use a normal app. Overall its the worst Nord model. Please don't buy it ??.."
258,ganesh kamthe,0,0,Wonderful,5,Very nice ????.
259,Prasanth Kumar R,0,0,Nice,3,Good product.
260,Pooja Sherla,0,0,Simply awesome,5,Good product.
261,Mukhtyar Ali,0,0,Mind-blowing purchase,5,Good.
262,Devanand sahu,0,0,Terrific,5,It is a very balanced phone I bought at 22000 and at this price it offers killer specifications with OnePlus branding..
263,Kiran,0,0,Excellent,5,This is amazing product and I got brand New mobile not a activated and refurbished mobile.
264,Dev Goyal,0,0,Good quality product,4,Good Phone for use.
265,Flipkart Customer,0,0,Wonderful,4,Overall phone is good but battery is average..
266,ASHISH  KUMAR,0,0,Wonderful,5,Best product.
267,pratha  shaw,0,0,Wonderful,5,Excellent phone and excellent camera.
268,Earuddin Shaikh,0,0,Classy product,5,Osm product so nice.
269,SHAH NWAJ,0,0,Mind-blowing purchase,5,"Excellent deal, I'm satisfied personally because in terms of price  got quility awesome thank to Flipkart.."
270,Aswin Biju,0,0,Very Good,4,"bought it for 21k, best for this price Camera is average but GCAM is the saviour hereBattery is good not great -6hrs SOT plus 1hour call+ SpotifyDisplay and in display fingerprint is excellent Design - I like the design very much - a copy of Asus Zenfone Performance is great, iam not a gamer, I don't use performance mode either."
271,Omkar Tembhekar,0,0,Excellent,5,Performance - 5/5Camera - 5/5  (according to price camera is best)Display - 5/5Battery - 3.5/5Design - 4.5/5Connectivity - 4.5/5Satisfaction - 5/5.
272,Ajit Nishad,0,0,Perfect product!,5,Phone ig veri osm so nice ??Valum laud And betari bekam nice And display osm Luk ig veri good I am so happy This mai new phone veri beautiful ???.
273,Vivek Thakur,0,0,Terrific purchase,5,Superb.
274,Tushar  Kumar ,0,0,Simply awesome,5,Good performance.
275,SATISH KUMAR,0,0,Really Nice,4,"Nice camera, design, display,.....But battery backup are poor.."
276,Sunil Ghanekar,0,0,Super!,5,Very nice product.
277,akash abi,0,0,Terrific purchase,5,Fast delivery and product is wonderful.
278,Flipkart Customer,6,5,Unsatisfactory,1,Battery issue ?? Phone hang Phone heating.
279,Flipkart Customer,2,1,Slightly disappointed,2,Avarage product.. not good.
280,Kaushal Kumar,0,0,Good quality product,4,Good.
281,Prit Kumar,0,0,Worth every penny,5,I got the best deal from flipkart perfect smartphone in this range.
282,ALEX ALEX,3,8,Hated it!,1,Don't buy this phone.
283,Naveen Kumar,0,0,Just okay,3,Mobile is ok but battery issue.
284,Guntha Mahesh,2,3,Not good,2,"Everything seems okey, But battery drains too quickly .."
285,Sukanta  Sardar ,0,0,Terrific,5,It's a powerful gazette.......
286,Santosh kumar Sundesha,0,0,Good choice,4,Best phone.
287,Chandrashekhar  Yadav ,0,0,Fair,3,Depending on your old phone And gaming performance very badBattery drain fast 4 to 4.5 hours backup.
288,Siddhartha Bhunia,0,0,Brilliant,5,Good camera ??.
289,Dhanunjaya Ketha,3,3,Expected a better product,1,worst battery and has heating issue. only 3hrs SOT while browsing and video playback.
290,Vaibhav D Patil,0,0,Nice,3,Over weight and size are to big....not use for daily purposes and design are also big .... Difficult to carry in pocket.
291,SONI JAYESHKUMAR M,0,0,Mind-blowing purchase,5,Super value for money Go for it.
292,Farman,0,0,Super!,5,Thanks Flipkart.
293,Sunil Kumar  Sharma ,0,0,Classy product,5,Excellent.
294,Lokesh kumar Pandey,0,0,Best in the market!,5,Nice. But service close in India..
295,INBA ,0,0,Highly recommended,5,Camera ?? very nice ??.......
296,Sanu  Vai,0,0,Wonderful,5,Nice phone*****.
297,Dinesh singh Gurjar,0,0,Useless product,1,Heating issu battery drain Hang issue.
298,Koshal Sa,0,0,Nice product,4,Everything is okay at this price but battery is below avg?????.
299,Avi Raj,0,0,Wonderful,5,Nice product.
300,Flipkart Customer,0,0,Just wow!,5,Good product..
301,Aleti Bunny,0,0,Pretty good,4,SUPER.
302,Flipkart Customer,0,0,Just wow!,5,Best.
303,Sachin Das,0,0,Awesome,5,Oneplus my first choice.
304,Jitendra  Chouhan,0,1,Nice product,4,"UI experience is very good thanks to 1+ light weight touch is too smooth, Overall nice product.."
305,shreyansh pareek,0,0,Wonderful,4,Everything good but battery drain.
306,Adhikari Manas,0,0,Mind-blowing purchase,5,Best In The Price....
307,ASHWANI TIWARI ,0,1,Worth the money,4,Nice phone but  battery is a weak point..
308,Tawlem Ngodam,0,1,Fair,3,"One plus Nord 3 has too much of heating issues, battery drained, fps drop and lagging issue in bgmi, so don't buy this phone for gaming."
309,Vinay Singh,0,0,Brilliant,5,Nice mobile.
310,Kalpesh Kulaye,0,0,Classy product,5,Awesome product.
311,wel langneh,0,0,Worth every penny,5,Good.
312,Noble  alam,0,0,Simply awesome,5,Fantastic ??.
313,Hariom Kumar,0,0,Brilliant,5,"So ,nice."
314,Dipesh kumar,0,0,Worth every penny,5,Thanks Flipkart.
315,Samin Gazi,0,0,Highly recommended,5,Oneplus nord 3 is a very good powerful processor and Very good quality phone .display 10/10 ????Thank you you .oneplus ??????.
316,Imran ali,0,0,Excellent,5,Over all good performance.
317,ASRAFUL AMIN TALUKDAR,0,0,Awesome,5,Good.
318,Vicky Hiralkar,0,0,Terrific,5,What a picture ????EAD MORE
319,Flipkart Customer,0,0,Decent product,3,good  product but battary is vary bad only 5 ;30 hour use then Charge have to do.
320,vikash bijalwan,0,0,Excellent,5,Excellence ????????Thanks a lots of Flipkart..
321,Masoom Reza,0,0,Good,3,Phone is really good except battery backup. Good All-Rounder Phone in this price range (Under 24K).In normal use no heating issue only one problem face that is battery. Battery backup disappoint me.
322,Manjunath Mattur,0,0,Wonderful,4,Nice product very good camera.phone performance ok.
323,Sasi Dhar ,0,0,Nice product,4,"It has two issues, one is heating on normal use which got resolved after an update and the second is battery draining I hope they can resolve this with further updates. Apart from those two remaining things are perfect especially the display and sound department with a pretty decent camera.Go and get yourself one if the price is under 25k. Love the alert slider ??."
324,Saharul  Molla,0,0,Terrific purchase,5,I am very happy ????????.
325,Flipkart Customer,0,0,Just okay,3,Oneplus super mobile device.
326,Flipkart Customer,0,0,Super!,5,"Good product,i like this,."
327,Ankit,0,2,Best in the market!,5,Nice product In this price best phone ?????Thanks.
328,Sha hnawaz,0,1,Awesome,5,Good phone and worth to purchase.
329,Flipkart Customer,0,0,Nice product,4,Nice looking.
330,Anurag Kumar,0,0,Pretty good,4,Awasome phone ??.
331,Akhil Choudhary,0,0,Terrific,5,"Cost is a bit high,but performance wise is a decent phone.."
332,Naresh  Pilla,0,0,Delightful,4,"Super good quality,so very nice and good."
333,Hussain Raju,1,0,Expected a better product,2,Battery draining is too fast and I'm facing overheating problem.
334,Bhavesh Kumar Singh,0,0,Delightful,4,Under 25000 good phone.
335,KUMARAVEL KUPPUSAMY,0,0,Good quality product,4,Nice one.
336,Juned Ansari,0,1,Nice product,4,Camara veri goodBattery veri bat.
337,MANISH TRIPATHI,0,0,Simply awesome,5,Very good product.
338,Thandra sreedhar,0,0,Terrific,5,Good.
339,Flipkart Customer,0,0,Best in the market!,5,It is a good phone. Its a value for money . No sich bloatwares are present clean ui beautiful design .performance is good but needs some optimisation for games.
340,Flipkart Customer,0,0,Highly recommended,5,This mobile is amazing.Camera clarity is too good..
341,Brahmdev Prajapati,2,2,Waste of money!,1,Hiting problem.
342,Flipkart Customer,7,3,Did not meet expectations,1,Very bad experience as it is showing one line in middle at certain angle.
343,Flipkart Customer,0,0,Delightful,4,Best phone under 25k just camera is good but not perfect.
344,Ajay Nishad,0,0,Fabulous!,5,Very nice mobile thanks for Flipkart.
345,Akash Kumar,0,0,Value-for-money,4,"This phone has heating issues and battery backup is also not so good. Overall this phone is best for user experience, camera, display quality unbeatable in the Price of around 22k.."
346,Gulmohd,0,0,Best in the market!,5,Awesome.
347,Brijesh Ahuja,0,0,Terrific,5,Superb Phone.Special Thanks to Flipkart and the seller for one day on timely delivered the phone ..
348,Sunil Tarfe,7,2,Absolute rubbish!,1,Heating Problem...Waste of money don't buy at any price..??.
349,Rushi Halkude,0,0,Worth every penny,5,Best product.
350,Jignesh  kharwa,3,0,Useless product,1,Battery drains like hell..Do not buy this product.. Everything seems to be ok but battery ..got to charge 3 times a day.
351,Flipkart Customer,0,1,Perfect product!,5,Super.
352,Amjad Ali,0,0,Mind-blowing purchase,5,Nice product.
353,P.mrutyunjay jh,1,0,Don't waste your money,1,Display and performance too good but guys camera and battery not good very bad....
354,Debasis Das,0,0,Expected a better product,2,Very bad battery backup and hotspot is poor quality.
355,Uday Arya,0,0,Very Good,4,Awesome rear camera but battery drain fast and also have heating issue and front camera is decent.
356,Flipkart Customer,0,0,Great product,5,Good ??.
357,Abhishek Kumar  Ojha,0,0,Just wow!,5,Value for money ??????????Camera ???????????????????.
358,Hitangshu Chakraborty,0,0,Pretty good,4,Nice product it's really worth it under 24k.
359,Aman Gulati,0,0,Awesome,5,Very nice product.
360,Dr Arindam Samui,0,0,Fabulous!,5,Superb Processor.
361,Dheeraj saini,5,3,Horrible,1,I Play BGMI in 60 FPS it's show ping very low and behave like a network issue and graphics fluctuations.many problem in games.
362,Twarit Gupta,0,1,Don't waste your money,1,You can buy only for b.
363,Sunil Suthar,0,0,Fabulous!,5,Nice product under the price segment.
364,Flipkart Customer,0,0,Decent product,3,Very nice ??.
365,Arun Kumar,0,0,Value-for-money,4,Excellent mobile performance and good camera ??.
366,Gouse Pasha,0,2,Bad quality,2,Not odare this phone.
367,Raj Kumar,0,0,Best in the market!,5,Nice phone best experience ??.
368,Shiv Mohapatra,1,0,Worthless,1,Heating issue and software bug.
369,MD NAJMUL HAQUE,0,0,Does the job,5,Happy.
370,Ramdhan Yadav,0,1,Wonderful,4,Very very good phone.
371,Sanjay Rathod,0,1,Really Nice,5,Good.
372,Flipkart Customer,0,0,Good,3,During heavy tasks the phone gets hot quickly and its battery seems to be a little low.
373,Anshul Verma,0,0,Really Nice,4,Nice Smartphn Under 26K...
374,Flipkart Customer,0,0,Must buy!,5,Excellent.
375,Praveen Aggarwal,0,0,Amazing Phone,5,The phone is worth it and has amazing features..
376,Sham Singh,0,0,Highly recommended,5,This range phone is better.
377,Madan Singh,0,0,Fabulous!,5,Awesome ?? product.
378,Vignesh  I,0,0,Really Nice,4,Ya nice one.
379,Balaji C,0,0,Just wow!,5,Awesome product... Top on everything... OnePlus????.
380,Shubham Khadap,0,0,Wonderful,5,"The phone is just 2 days old and it's started to heat while charging ??Better than the 1+ Nord ce3, I was confused between the ce3 and 3 but the looks, camera, processor, alert slider, back glass are way better than the ce3."
381,Shambhu Kumbhakar,0,0,Fabulous!,5,Very nice ????.
382,Mathavan Mathavan,0,0,Good choice,4,Battery leve  over down but overall super.
383,Flipkart Customer,0,0,Must buy!,5,Good phone.
384,Shambhu Rajwar,0,0,Simply awesome,5,Nice pic Phone ???? super.
385,sahil Manhas,3,0,Worst experience ever!,1,Not recommended.Battey backup is very low .Camera quality is average..
386,Sohel  Bhande,0,0,Perfect product!,5,Very nice phon.
387,Nitainanda Sethy,0,0,Awesome,5,Best phone in this price range..
388,Mathan  Mohan ,2,0,Unsatisfactory,1,Overheating+ display renterDon't buy this mobile.
389,subir pal,0,0,Perfect product!,5,Good ??.
390,Bhavana Khriste,0,0,Perfect product!,5,Very nice product.
391,Tapan Roy,0,0,Pretty good,4,Nice mobile.
392,Rupam Kumari,0,0,Must buy!,5,Excellent phone.
393,Flipkart Customer,0,0,Very Good,4,"Nice choice, one of the best display quality."
394,Flipkart Customer,0,0,Good,3,"The product is nice but it is facing problems like  overheating, less battery backup, and most of all thier is no sd card slot which is major drawback. Overall it is good device."
395,Flipkart Customer,0,1,Decent product,3,"Everything is excellent, exept battery.it drains so fast as iam using a 3000 mah phone.iam only getting barely 4-6hours screentime.most of the time around 4 hours.also phone heating whenever you use your phone ,even with simple use.."
396,shuvam sarkar,2,1,Bad quality,2,Really Disappointed from Flipkart the phone that I received that have minor bend while watching from close angle and that also after few hours.This is the first time I am trying to return something.i am a also a prime member  from nextime I won't buy something or thing twice before purchasing..
397,rahul pal,0,0,Wonderful,4,Easy to operate good product.
398,Flipkart Customer,0,0,Delightful,4,The phone is good but it's heat instantly.
399,Shaik Mohammad Yaseen ,0,3,Great product,5,It is a complete package of the mobile. Battery is excellent camera is ok okay and display is too good and it though feel premium in touch but look wise it looks like a oneplus budget mobile due to the same designing factor of the CE series.
400,Nambu Siva,0,0,Delightful,4,Sound and display superb. Lite heat.
401,Rajesh Ladva,1,2,Worst experience ever!,1,Waste of money.
402,Shivam  Pandey,1,1,Unsatisfactory,1,Battery is not good....
403,Lakhan  Dulhat ,1,1,Decent product,3,Battery performance very poorly.
404,Ishwar Bag,0,0,Super!,5,Amazing  camera ??????????.
405,Chandra kumar  Marar,0,0,Good quality product,4,Super.
406,Flipkart Customer,0,0,Wonderful,4,Best produced.
407,Paolun Singson,0,0,Terrific,5,All.
408,Md Mahbub  Alam,0,0,Highly recommended,5,Nice.
409,Aarif shakil patel Patel,0,0,Nice product,4,Awesome camera phone and awesome experience I really enjoyed this camera segment phone.
410,Flipkart Customer,0,0,Brilliant,5,Nice.
411,Nitin  Pilkhwal ,0,0,Wonderful,4,Good.
412,Shaikh Mijazahmed 9998653797,0,0,Nice product,4,Nice mobile thanks Flipkart.
413,KAUSIK NAYEK,0,0,Brilliant,5,Overall performance is good...
414,DIPAK Jamra,1,1,Decent product,2,Hitting issu and batter life poor bad battery backup and hitting problam ????.
415,Mugheer Anjum  Khan ,0,0,Fair,3,Heating problem.
416,SPS Jaat,1,0,Absolute rubbish!,1,Battery performance is very poor and return policy is not satisfied.
417,Rajesh Mehta,0,0,Wonderful,4,Product is good but battery drains like anything.
418,Ashutosh  Singh,0,0,Highly recommended,5,Best phone in allround.
419,Flipkart Customer,0,0,Wonderful,4,This product of very very best.
420,Bikram Biswas,0,0,Delightful,4,Super ???? nice ???.
421,pathan gulzamir,0,0,Terrific purchase,5,Good.
422,Moin Vahora,0,0,Wonderful,5,Good P.
423,DEEPAK KUMAR,0,0,Just okay,3,"Battery performance too bad ,drains rapidly.. max 5-6 hrs screen time in normal use .."
424,Abhishek Kumar,0,0,Mind-blowing purchase,5,Nice phone.
425,Ashutosh   Jaiswal,0,0,Terrific purchase,5,All prefect price.
426,Suraj Prakash,0,0,Fabulous!,5,Just like a wow ??EAD MORE
427,Sanjay S,0,1,Decent product,3,Not worth for the money. Screen resolution is not good.
428,prahlad basumatary,0,0,Good choice,4,Decent product.
429,Karan Veer,1,1,Very poor,1,Very poor battery life ..
430,Suresh Todke,0,0,Don't waste your money,1,No allowed phone  No Gaming Lag.
431,SuRaJ Sm.  Chauhan,0,0,Awesome,5,Camera is best ????????????????????????????.
432,Saroj Sahoo,0,0,Just okay,3,It's hiting while using a long time.
433,Niravpatel Patel,0,0,Brilliant,5,very nice.
434,Gunachandiran .S,0,0,Nice,3,Good but high performance mode  enable  drain battery.
435,Flipkart Customer,0,0,Wonderful,4,Very good product.
436,Flipkart Customer,0,0,Pretty good,4,Nice product.
437,Vishal Gupta,0,0,Best in the market!,5,Nice product.
438,Flipkart Customer,0,1,Terrible product,1,Bad product.
439,Kumar Gaurav,0,0,Perfect product!,5,Great product at this price.
440,Aniket  Rajak,0,0,Nice,5,Battery problem.
441,Flipkart Customer,0,0,Very Good,4,All ok...konjam heating issues erukku.
442,Ambrish Rai,7,9,Horrible,1,Don't buy this phone it is 8 month old.
443,kartik Das,1,0,Bad quality,2,This Device Is some  Times Varey Hitting Some times i min Bgmi And C.O.D Games this not use this Device.
444,ALEXA MOHANTY,0,0,Worth the money,5,Nice.
445,VISHAL,0,0,Must buy!,5,Nice project.
446,Yash Sharma,0,0,Simply awesome,5,Best in this segment.
447,Flipkart Customer,0,0,Worth every penny,5,Wow.
448,Krishna  Thakur ,0,0,Must buy!,5,Very good phone better than vivo v30.
449,Yuwraj  Kumar ,0,0,Must buy!,5,Excellent cemra quality ??.
450,Flipkart Customer,0,0,Terrific purchase,5,"Great mobile at this segment, surely go for it.."
451,Teja Chowdary,0,0,Brilliant,5,Overall mobile super but battery drains very fast.
452,Najir Naiya,1,2,Just okay,3,Very bad in price.
453,Shivam  Kumar,0,0,Just wow!,5,Camera is awesome. Processor is best in segment. Battery should be improve..
454,Santu  Das,0,0,Delightful,4,This phone is good but battery performance is very poor.
455,sonu  kumar,0,0,Good quality product,4,Good.
456,Mohammad Ajmal  Ansari,0,0,Awesome,5,Nice Product And Thank you FlipkartOnly 8 Hours Delivery ?? Time for This ProductI'm So Happy ?? Delivery Too Fast ??EAD MORE
457,RAVI KRISHNA,0,0,Don't waste your money,1,Camera is a very Bad Don't buy west of money.
458,Dulal Mandi,0,0,Awesome,5,Portrait mode is  very good.
459,Nishant Singh,0,0,Good quality product,4,Love too buy this phone.
460,Asif raza,0,0,Just wow!,4,Osm produ.
461,Flipkart Customer,0,0,Worth every penny,5,Good performance.
462,B G  Gohil,0,0,Best in the market!,5,"I have no words, Amazing experience with one plus.."
463,Aditya Anurag Mishra,0,0,Mind-blowing purchase,5,Best phone.
464,Flipkart Customer,0,0,Brilliant,5,Super pic.
465,ABHAY ANAND,0,0,Brilliant,5,Very nice mobile. Everything is very good..
466,Ashish kumar Meena,0,0,Worth every penny,5,Good product.
467,Shahnaz Ahmad  Dar,0,0,Absolute rubbish!,1,Worst battery.
468,Ripunjay Singh,0,0,Perfect product!,5,All good ??.
469,farhan khan,0,0,Terrible product,1,Battery backup very poor.
470,Deepak Rajput,0,0,Wonderful,5,Gud.
471,Mahipal  Singh ,0,0,Terrific purchase,5,Oneplus Nord 3 5G  average phone.
472,Viru Kumar,0,0,Perfect product!,5,Good.
473,vansh doshi,0,0,Terrific,5,Best ????.
474,Mahin Jr,0,0,Wonderful,5,"Nice phone, no complaints to show and tell neat phonea."
475,Kavi Arasu,0,0,Good quality product,4,Good.
476,Raja Biswas,0,0,Brilliant,5,Overall good phone.
477,Flipkart Customer,0,0,Simply awesome,5,Genuine Product. It's Awesome ????.
478,Imtiyaaz Ahmad,1,0,Terrible product,1,Battery is draining very fast.
479,Avikant Gill,0,0,Best in the market!,5,Best ????.
480,Dipti Panda,0,0,Great product,5,I like it's all product but that cover of mobile is good because it gets black spot every 2 days.
481,Flipkart Customer,0,0,Simply awesome,5,"Display is very smooth, camera is great, network capture is excellent, everything is great....I am very happy... Thank u Flipkart for delivery...."
482,Chandan Customer,0,0,Brilliant,5,Amazing product.
483,ranajit das,0,0,Worth every penny,5,This phone is awesome ??.
484,Flipkart Customer,3,2,Very poor,1,The is worst and the service of Flipkart is very bad.
485,Flipkart Customer,0,0,Worth the money,4,Great phone but expensive.
486,Chinmaya Sahoo,0,0,Fabulous!,5,Good.
487,prashanth kotian,0,0,Simply awesome,5,Super phone.
488,Shobhendra Yadav,0,0,Must buy!,5,Very nice camera and battery is the best post the photo.
489,Mounesh H.E,0,0,Worst experience ever!,1,Battery will dry less then 6hours.
490,GOPAL KRUSHNA NAIK,0,0,Simply awesome,5,Good product.....
491,SUNIL KUMAR SWAIN,0,0,Classy product,5,Nice.
492,Prasenjit  Sen,0,0,Nice,3,Everything is good. But the battery drains very fast and Heating very much while gaming.
493,Tejaswini  chandrakar,0,0,Classy product,5,Best in.
494,Flipkart Customer,0,0,Great product,5,Excellent.
495,rakesh  kumar,0,0,Excellent,5,Best ever segment under this price just ho for it. I purchase it for my wife.
496,Mahesh Thakor,0,0,Awesome,5,Amazing phone ??EAD MORE
497,Rutvik Patel,0,0,Highly recommended,5,Best mobile.
498,Aryan Kumar,0,0,Classy product,5,Product product is very look and very.
499,Flipkart Customer,0,0,Wonderful,5,Very good quality.
500,sukhwinder singh,0,0,Terrific,5,Good.
501,Ron Chakraborty,0,0,Nice,3,"I was so excited about Nord 3, but when I get it my expectation goes down and down. Especially very poor battery performance, very average camera quality, specially wide angle camera, it really needs to upgrade to 12 mp at least. Another one is an overheating issue seen in different scenarios. Overall I will give a 3.4/5 star rating to Nord 3 5g.."
502,SUBODH MANJHI,0,0,Perfect product!,5,Very good.
503,mahesh P,0,0,Great product,5,Excellent.
504,abhishek singh,1,0,Utterly Disappointed,1,Bad.
505,Ghulam  Rabbani ,0,0,Worth every penny,5,Value for money.
506,manoj yadav,0,0,Worst experience ever!,1,Battery not good.
507,Abdul Siddi,0,0,Just wow!,5,Good ??.
508,attitude boy,0,0,Mind-blowing purchase,5,Nice product.
509,Gopabandhu  Parida ,0,0,Brilliant,5,Good.
510,Jeeva L,0,0,Delightful,4,Good Mobile.
511,Sachin Nishad ,0,0,Great product,5,Only Battery issue otherwise amazing phone ??.
512,Sachin Aryan,0,0,Perfect product!,5,Nice Phone.
513,Netwan Mirja,0,4,Not recommended at all,1,Mobile no okay.
514,Mohmmad Aarif,0,0,Super!,5,Nice product.
515,Ashwani  Kumar,0,0,Wonderful,5,Great Camera ??Performance is good ??.
516,Umesh Chandra Nainwal (UCN),0,0,Wonderful,5,Very nice camera is good  value for money Thanks Flipkart Really Thanks ?? ??????????.
517,Sandeep  Kumar ,0,0,Good,4,Processor is goodAnd cameras are excellentAnd bettery is not goodAll phone are good but bettery are poor.
518,Suresh  Kumar ,0,0,Does the job,3,Proserser is very fast but camra issu.
519,Venkata Sai,0,0,Decent product,3,Average.
520,Flipkart Customer,0,0,Terrific,5,Gd.
521,Mahi choudhary ,0,3,Very poor,1,"I have bought this phone, its battery has drained only 3 hours."
522,Rohit Raj,0,0,Wonderful,4,Phone is so smooth.Phone is looking so ??.
523,Ajay KUMAR DAGUR,0,0,Fair,3,Good ??.
524,ganesh pawar,0,0,Just okay,3,Battery problem.
525,Ashoka Sahu,0,0,Super!,5,?????????? good.
526,Nandan raj  srivastav,0,0,Awesome,5,Nice.
527,Nalla Thambi ,0,0,Really Nice,4,Good.
528,Flipkart Customer,0,0,Highly recommended,5,Good quality.
529,Srikanth  K,0,0,Classy product,5,Good purchase.
530,Naushad Khan,0,0,Super!,5,Over All Handset is perfectly superb with 1.5k Display and Dolby Audio.
531,Ohid Laskar,0,0,Excellent,5,Good phone.
532,Kuldeep Kujur,1,2,Waste of money!,1,Heating problem.
533,BALRAM Sharma,0,0,Super!,5,Product is very great.
534,Samrat  Pal,0,0,Good quality product,4,Everything fine. I choose it for long time use. So it's good.. battery performance very weak.
535,Vishal Sharma,0,0,Terrific purchase,5,Value for money.
536,Shashwat Shukla,0,0,Brilliant,5,I love the design performance is good but the camera isn't good enough.
537,Vivek  Chauhan,0,0,Classy product,5,Very nice 1+ phone.
538,Abhijeet Anand,0,0,Classy product,5,Great product.Go grab it..
539,Sandeep Dubey,0,0,Highly recommended,5,Thanks flipkart.
540,Deepu  Tripathi,0,0,Classy product,5,Good product.
541,Kedarnath Jhodia,0,0,Wonderful,5,I like it.??EAD MORE
542,M Sai kumar Reddy,0,0,Awesome,5,Just go for it...
543,Gaurav  Kumar,0,0,Value-for-money,4,It's fine.
544,Kapil  Singh,0,0,Brilliant,5,Very nice product.
545,Yuvaraj Yuvan,0,0,Very Good,4,Good mobile.
546,ASRAF ALI FATMI ,0,0,Does the job,3,"Not bad,!."
547,Nazmul hosen Akhan,0,0,Worth the money,4,This product is almost okay. I am so happy for this product use. Thank you Flipkart..
548,Aparna pahari,0,0,Must buy!,5,Good.
549,Naresh  Jandu ,0,0,Best in the market!,5,Ok.
550,MOHAMMAD FAIZ,0,0,Value-for-money,3,Everything is good but only battery is not ??.
551,Abhishek Kumar,0,0,Worth every penny,5,Best.
552,Yogi  Suresh Kumar ,0,1,Did not meet expectations,1,Battery drain issue in phone . Battery drain like butter.
553,Naveen Sharma,0,0,Terrific,5,Exilant OnePlus mobile is always briliant.
554,Swapnil Joshi,0,0,Pretty good,4,"The phone is good, but I received it at a high price after my buying price went down....!!!."
555,PRAVIN  KUMAR,0,0,Wonderful,4,Good ??.
556,Prasad Phate,0,0,Perfect product!,5,First impressions are very good..
557,Thurpati Dharmesh,0,0,Highly recommended,5,Good.
558,karmveer singh,0,0,Perfect product!,5,Go.
559,rajat sutar,0,0,Very Good,4,Improve camera quality either phone is great profoming.
560,Rahul  Kumar,0,0,Must buy!,5,I like it.
561,Sanjib  Dey,0,0,Super!,5,So very nice mobile.
562,Sudem Narzary,2,0,Waste of money!,1,Battery drain ..bgmi 90fps is just for name ....
563,Flipkart Customer,0,0,Wonderful,4,Performance camera is good but battery average under 30000 best phone oneplus Nord 3.
564,Flipkart Customer,0,0,Brilliant,5,Nice mobile.
565,MD ARSAD ALI,0,0,Worth the money,4,Good ??.
566,Flipkart Customer,0,0,Best in the market!,5,Good ??.
567,saifuddin zabuawala,0,0,Mind-blowing purchase,5,Nice phone.
568,Shashi Singh,0,0,Good choice,4,Very nice.
569,Vipin Kumar,0,1,Highly recommended,5,"Good phone (??Display 5Camera 4Sound 5Battery 5 (don't use faster charger, use a normal charger up to 25-30 mAh and you will get 1.5 days to 2 days backup easily)Software Experience 5Design 5Processor 5Updates 5 (Now using Android 14 bita in Dec, 2023)Overall package 5."
570,Surjit Kumar,0,0,Brilliant,5,Yes but battery is less.
571,Rohit  sony,1,0,Moderate,2,Batery drain very fast..
572,Arun  Singh ,0,0,Perfect product!,5,Winning performance.
573,Gaurav Kumar Singh,0,0,Awesome,5,All good ????.
574,Madan K,0,0,Really Nice,1,Product is good but ittem is not with secure packaging..
575,CHINMAYA KUMAR SAHOO,0,0,Simply awesome,5,"Really an amazing product, but the battery backup is not satisfying.."
576,Narottam Patra,0,0,Does the job,3,I'm not satisfied wid this one..One of my Worst purchase!!.
577,Lucky Verma,0,0,Fair,3,Through prize drop you can find out how useless your mobile is.it gets very hot in summerSound delay problem occurs even when playing normal game.
578,Himanshu  Bisht,0,0,Must buy!,5,Nice.
579,Sk Nur hassan Nurhassan,0,0,Worth every penny,5,One plus Nord 3 nice products' Thank to one  plus 'Thank to Flipkart.
580,Flipkart Customer,0,0,Value-for-money,4,amazing.
581,Ashish Maurya,0,0,Super!,5,Camera wow.
582,Baidyanath Das,0,0,Value-for-money,4,Amazing this mobile.
583,Amala  Mallu,0,0,Waste of money!,1,Worst waste of money.
584,Flipkart Customer,0,0,Awesome,5,Love you OnePlus.
585,Ganesh Raman,0,0,Super!,5,Amazing phone.
586,Nishchal B A,0,0,Great product,5,"Best camera phone in this price segment. Loved the screen resolution and haptics. Good battery backup. Smooth gaming experience, no lag, High refresh rate screen.."
587,Flipkart B K Singh,0,0,Good quality product,4,Product is good but it was delivered late.
588,Ashish Kumar,0,0,Classy product,5,Nice phone.
589,Raunak Kumar,0,0,Best in the market!,5,The product is ossm and don't know what to say all things are good.
590,Flipkart Customer,0,0,Simply awesome,5,This is a all rounder phone for everything performance.
591,Vikash Kumar ,0,0,Terrific purchase,5,Overall best mobile.
592,Nikhita Mate,0,0,Good quality product,4,Worth it.
593,Shankar Shande,0,0,Terrific purchase,5,Nice product.
594,Kanchan Gupta,0,0,Really Nice,4,Best phone for everything.Only one drawback and it is gaming.
595,Suyash Rajput,0,0,Perfect product!,5,"Feature packed, good display, very good performance, moderate battery backup."
596,Flipkart Customer,2,0,Worthless,1,Waste.
597,Prince Kumar,0,0,Just wow!,5,Very nice product.
598,Flipkart Customer,0,0,Classy product,5,Just osam.
599,Flipkart Customer,0,0,Terrific,5,Good perf.
600,Flipkart Customer,0,0,Terrific purchase,5,Nic product.
601,SIDDARAJU NAIK b,0,1,Value-for-money,4,Superb.
602,Durgesh Singh,2,0,Did not meet expectations,1,Battery drain problem is biggest concern and one plus not giving any updates to improve it.
